Forager_Word,Original Found,ReplFound,Close Matches in S2V
gator,FALSE,FALSE,No close match found
gaur,FALSE,FALSE,No close match found
gavial,FALSE,FALSE,No close match found
gazelle,TRUE,TRUE,gazelle
gecko,FALSE,FALSE,No close match found
geese,TRUE,TRUE,geese
gelding,FALSE,FALSE,No close match found
gemsbok,FALSE,FALSE,No close match found
genet,FALSE,FALSE,No close match found
geoduck,FALSE,FALSE,No close match found
gerbil,FALSE,FALSE,No close match found
gerbils,FALSE,FALSE,No close match found
german shepard,FALSE,FALSE,No close match found
german shepherd,FALSE,FALSE,No close match found
gharial,FALSE,FALSE,No close match found
ghost crab,FALSE,FALSE,No close match found
giant,TRUE,TRUE,"giant, giants"
giant anteater,FALSE,FALSE,No close match found
giant panda,FALSE,FALSE,No close match found
giant schnauzer,FALSE,FALSE,No close match found
giant squid,FALSE,FALSE,No close match found
giant tortoise,FALSE,FALSE,No close match found
gibbon,TRUE,TRUE,"gibbon, gibbons"
gila monster,FALSE,FALSE,No close match found
giraffe,FALSE,FALSE,No close match found
glaucus,TRUE,TRUE,glaucus
glider,FALSE,TRUE,glide
globefish,FALSE,FALSE,No close match found
glowworm,FALSE,FALSE,No close match found
gnat,TRUE,TRUE,gnat
gnatcatcher,FALSE,FALSE,No close match found
gnu,FALSE,FALSE,No close match found
goanna,FALSE,FALSE,No close match found
goat,TRUE,TRUE,goat
goatfish,FALSE,FALSE,No close match found
goats,TRUE,TRUE,"goats, goat's"
goby,TRUE,TRUE,goby
godwit,FALSE,FALSE,No close match found
godzilla,FALSE,FALSE,No close match found
gold fish,FALSE,TRUE,goldfish
golden eagle,FALSE,FALSE,No close match found
golden labrador,FALSE,FALSE,No close match found
golden marmot,FALSE,FALSE,No close match found
golden plover,FALSE,FALSE,No close match found
golden retriever,FALSE,FALSE,No close match found
golden shiner,FALSE,FALSE,No close match found
goldendoodle,FALSE,FALSE,No close match found
goldfinch,TRUE,TRUE,goldfinch
goldfish,TRUE,TRUE,goldfish
gooney bird,FALSE,FALSE,No close match found
goose,TRUE,TRUE,"goose, goosey"
gopher,TRUE,TRUE,"gopher, gophers"
gopher snake,FALSE,FALSE,No close match found
gopher tortoise,FALSE,FALSE,No close match found
gopher turtle,FALSE,FALSE,No close match found
gorgonian,FALSE,FALSE,No close match found
gorilla,TRUE,TRUE,gorilla
goshawk,FALSE,FALSE,No close match found
gosling,FALSE,FALSE,No close match found
grackle,FALSE,FALSE,No close match found
grass snake,FALSE,FALSE,No close match found
grasshopper,TRUE,TRUE,"grasshopper, grasshoppers"
grasshopper mouse,FALSE,FALSE,No close match found
gray catbird,FALSE,FALSE,No close match found
gray fox,FALSE,FALSE,No close match found
gray jay,FALSE,FALSE,No close match found
gray mullet,FALSE,FALSE,No close match found
gray partridge,FALSE,FALSE,No close match found
gray treefrog,FALSE,FALSE,No close match found
gray whale,FALSE,FALSE,No close match found
gray wolf,FALSE,FALSE,No close match found
graywolf,FALSE,FALSE,No close match found
great auk,FALSE,FALSE,No close match found
great blue heron,FALSE,FALSE,No close match found
great crested grebe,FALSE,FALSE,No close match found
great dane,FALSE,FALSE,No close match found
great horned owl,FALSE,FALSE,No close match found
great pyrenees,FALSE,FALSE,No close match found
great white shark,FALSE,FALSE,No close match found
greater yellowlegs,FALSE,FALSE,No close match found
grebe,FALSE,FALSE,No close match found
green lacewing,FALSE,FALSE,No close match found
green mamba,FALSE,FALSE,No close match found
green tree frog,FALSE,FALSE,No close match found
green tree python,FALSE,FALSE,No close match found
greenfly,FALSE,FALSE,No close match found
greenling,FALSE,FALSE,No close match found
greenshank,FALSE,FALSE,No close match found
grenadier,TRUE,TRUE,"grenadier, grenadiers"
grey squirrel,FALSE,FALSE,No close match found
grey whale,FALSE,FALSE,No close match found
greyhound,TRUE,TRUE,"greyhound, greyhounds"
greylag goose,FALSE,FALSE,No close match found
griffon,FALSE,FALSE,No close match found
griffon vulture,FALSE,FALSE,No close match found
grizzly,TRUE,TRUE,grizzly
grizzly bear,FALSE,FALSE,No close match found
grosbeak,TRUE,TRUE,grosbeak
ground hog,FALSE,FALSE,No close match found
ground squirrel,FALSE,FALSE,No close match found
groundfish,FALSE,FALSE,No close match found
groundhog,FALSE,FALSE,No close match found
grouper,FALSE,FALSE,No close match found
grouse,TRUE,TRUE,"grouse, rouse"
grub,TRUE,TRUE,grub
grunt,TRUE,TRUE,"grunt, grunts"
guan,FALSE,FALSE,No close match found
guanaco,TRUE,TRUE,guanaco
gudgeon,FALSE,FALSE,No close match found
guenon,FALSE,FALSE,No close match found
guerrilla,TRUE,TRUE,"guerrilla, guerrillas"
guillemot,FALSE,FALSE,No close match found
guinea fowl,FALSE,FALSE,No close match found
guinea hen,FALSE,FALSE,No close match found
guinea pig,FALSE,FALSE,No close match found
guinea worm,FALSE,FALSE,No close match found
guineafowl,FALSE,FALSE,No close match found
gull,TRUE,TRUE,gull
gumboot chiton,FALSE,FALSE,No close match found
gunnel,FALSE,FALSE,No close match found
guppy,FALSE,FALSE,No close match found
gurnard,FALSE,FALSE,No close match found
gypsy moth,FALSE,FALSE,No close match found
gyrfalcon,FALSE,FALSE,No close match found
hackney,TRUE,TRUE,hackney
haddock,TRUE,TRUE,haddock
hadrosaur,FALSE,FALSE,No close match found
hagfish,FALSE,FALSE,No close match found
hairless cat,FALSE,FALSE,No close match found
hairstreak,FALSE,FALSE,No close match found
hairstreak butterfly,FALSE,FALSE,No close match found
hairy woodpecker,FALSE,FALSE,No close match found
hake,FALSE,FALSE,No close match found
halcyon,TRUE,TRUE,halcyon
halibut,FALSE,FALSE,No close match found
hammerhead,FALSE,FALSE,No close match found
hammerhead shark,FALSE,FALSE,No close match found
hamster,FALSE,FALSE,No close match found
hanover hound,FALSE,FALSE,No close match found
harambe,FALSE,FALSE,No close match found
harbor porpoise,FALSE,FALSE,No close match found
harbor seal,FALSE,FALSE,No close match found
hare,TRUE,TRUE,hare
harp seal,FALSE,FALSE,No close match found
harpy eagle,FALSE,FALSE,No close match found
harrier,FALSE,FALSE,No close match found
hart,TRUE,TRUE,hart
hartebeest,FALSE,FALSE,No close match found
havanese dog,FALSE,FALSE,No close match found
hawk,TRUE,TRUE,hawk
hawk moth,FALSE,FALSE,No close match found
hawk owl,FALSE,FALSE,No close match found
hawkmoth,FALSE,FALSE,No close match found
hawksbill,FALSE,FALSE,No close match found
hawksbill turtle,FALSE,FALSE,No close match found
heath hen,FALSE,FALSE,No close match found
hedgehog,TRUE,TRUE,hedgehog
heifer,TRUE,TRUE,"heifer, heifers"
hellbender,FALSE,FALSE,No close match found
helminth,FALSE,FALSE,No close match found
hen,TRUE,TRUE,hen
hen harrier,FALSE,FALSE,No close match found
hermit,TRUE,TRUE,"hermit, hermits"
hermit crab,FALSE,FALSE,No close match found
hermit thrush,FALSE,FALSE,No close match found
heron,TRUE,TRUE,"heron, herons, hermon"
herring,TRUE,TRUE,"herring, herrings, erring"
herring gull,FALSE,FALSE,No close match found
hexapod,FALSE,FALSE,No close match found
hinny,FALSE,TRUE,whinny
hippo,FALSE,FALSE,No close match found
hippopotamus,TRUE,TRUE,hippopotamus
hoary marmot,FALSE,FALSE,No close match found
hoatzin,FALSE,FALSE,No close match found
hog,TRUE,TRUE,hog
hogfish,FALSE,FALSE,No close match found
hogg,FALSE,FALSE,No close match found
hogget,FALSE,FALSE,No close match found
hognose snake,FALSE,FALSE,No close match found
hogs,TRUE,TRUE,hogs
holstein,FALSE,FALSE,No close match found
homing pigeon,FALSE,FALSE,No close match found
hominid,FALSE,FALSE,No close match found
hominoid,FALSE,FALSE,No close match found
homo erectus,FALSE,FALSE,No close match found
homo habilis,FALSE,FALSE,No close match found
homo sapiens,FALSE,FALSE,No close match found
honey badger,FALSE,FALSE,No close match found
honey bee,FALSE,FALSE,No close match found
honey buzzard,FALSE,FALSE,No close match found
honeybee,FALSE,FALSE,No close match found
honeycreeper,FALSE,FALSE,No close match found
hooded merganser,FALSE,FALSE,No close match found
hoofed mammal,FALSE,FALSE,No close match found
hookworm,FALSE,FALSE,No close match found
hoopoe,TRUE,TRUE,"hoopoe, hoopoes"
hoot owl,FALSE,FALSE,No close match found
hornbill,FALSE,FALSE,No close match found
horned dinosaur,FALSE,FALSE,No close match found
horned lizard,FALSE,FALSE,No close match found
horned owl,FALSE,FALSE,No close match found
horned toad,FALSE,FALSE,No close match found
hornet,FALSE,TRUE,hornets
horse,TRUE,TRUE,"horse, horses, horsed"
horsefly,FALSE,FALSE,No close match found
horsehead,FALSE,FALSE,No close match found
horseshoe crab,FALSE,FALSE,No close match found
hound,TRUE,TRUE,"hound, hounds"
hound dog,FALSE,FALSE,No close match found
housefly,FALSE,FALSE,No close match found
hoverfly,FALSE,FALSE,No close match found
howler monkey,FALSE,FALSE,No close match found
howling monkey,FALSE,FALSE,No close match found
human,TRUE,TRUE,"human, humans, humane"
human being,FALSE,FALSE,No close match found
hummingbird,FALSE,FALSE,No close match found
hummingbird moth,FALSE,FALSE,No close match found
humpback whale,FALSE,FALSE,No close match found
humuhumunukunukuapua,FALSE,FALSE,No close match found
huntsman,TRUE,TRUE,huntsman
huntsman spider,FALSE,FALSE,No close match found
huskie,FALSE,FALSE,No close match found
huskies,FALSE,FALSE,No close match found
husky,TRUE,TRUE,husky
hydra,TRUE,TRUE,hydra
hyena,TRUE,TRUE,"hyena, hyenas, hyaena"
hyenas,TRUE,TRUE,"hyenas, hyaenas, hyena"
hyrax,FALSE,FALSE,No close match found
ibex,TRUE,TRUE,ibex
ibis,FALSE,FALSE,No close match found
ichthyosaur,FALSE,FALSE,No close match found
iguana,FALSE,FALSE,No close match found
imago,FALSE,FALSE,No close match found
impala,FALSE,FALSE,No close match found
inchworm,FALSE,FALSE,No close match found
indigo bunting,FALSE,FALSE,No close match found
indigo snake,FALSE,FALSE,No close match found
indri,FALSE,TRUE,sindri
insect,TRUE,TRUE,"insect, inspect, insects"
invertebrate,FALSE,TRUE,inveterate
isopod,FALSE,FALSE,No close match found
itch mite,FALSE,FALSE,No close match found
ivory billed,FALSE,FALSE,No close match found
ivory gull,FALSE,FALSE,No close match found
jabiru,FALSE,FALSE,No close match found
jack,TRUE,TRUE,jack
jack crevalle,FALSE,FALSE,No close match found
jack mackerel,FALSE,FALSE,No close match found
jack rabbit,FALSE,FALSE,No close match found
jack russell,FALSE,FALSE,No close match found
jack russell terrier,FALSE,FALSE,No close match found
jackal,TRUE,TRUE,"jackal, jackals, jacal"
jackalope,FALSE,FALSE,No close match found
jackass,TRUE,TRUE,jackass
jackass penguin,FALSE,FALSE,No close match found
jackdaw,TRUE,TRUE,"jackdaw, jackdaws"
jackrabbit,FALSE,FALSE,No close match found
jaguar,TRUE,TRUE,jaguar
jaguarundi,FALSE,FALSE,No close match found
javelina,FALSE,TRUE,javelin
jawless fish,FALSE,FALSE,No close match found
jay,TRUE,TRUE,jay
jaybird,FALSE,FALSE,No close match found
jellyfish,TRUE,TRUE,jellyfish
jerboa,FALSE,FALSE,No close match found
jewfish,FALSE,TRUE,jewish
jigger,FALSE,FALSE,No close match found
joey,FALSE,FALSE,No close match found
junco,FALSE,FALSE,No close match found
june beetle,FALSE,FALSE,No close match found
june bug,FALSE,FALSE,No close match found
jungle fowl,FALSE,FALSE,No close match found
kangaroo,TRUE,TRUE,"kangaroo, kangaroos"
kangaroo rat,FALSE,FALSE,No close match found
karakul,FALSE,FALSE,No close match found
katydid,FALSE,FALSE,No close match found
kea,FALSE,FALSE,No close match found
keeshond,FALSE,FALSE,No close match found
kelp greenling,FALSE,FALSE,No close match found
kelpie,TRUE,TRUE,kelpie
kestrel,FALSE,FALSE,No close match found
keyhole limpet,FALSE,FALSE,No close match found
kid,TRUE,TRUE,kid
killdeer,FALSE,FALSE,No close match found
killer bee,FALSE,FALSE,No close match found
killer whale,FALSE,FALSE,No close match found
killifish,FALSE,FALSE,No close match found
king cobra,FALSE,FALSE,No close match found
king crab,FALSE,FALSE,No close match found
king mackerel,FALSE,FALSE,No close match found
king salmon,FALSE,FALSE,No close match found
kingbird,FALSE,FALSE,No close match found
kingfish,FALSE,FALSE,No close match found
kingfisher,TRUE,TRUE,kingfisher
kingsnake,FALSE,FALSE,No close match found
kinkajou,FALSE,FALSE,No close match found
kite,TRUE,TRUE,kite
kitfox,FALSE,FALSE,No close match found
kitten,TRUE,TRUE,"kitten, kittens"
kittiwake,FALSE,FALSE,No close match found
kitty,TRUE,TRUE,kitty
kitty cat,FALSE,FALSE,No close match found
kiwi,FALSE,FALSE,No close match found
koala,FALSE,FALSE,No close match found
koala bear,FALSE,FALSE,No close match found
kodiak,FALSE,TRUE,kodak
kodiak bear,FALSE,FALSE,No close match found
koi,FALSE,FALSE,No close match found
koi fish,FALSE,FALSE,No close match found
komodo dragon,FALSE,FALSE,No close match found
kongoni,FALSE,FALSE,No close match found
kookaburra,FALSE,FALSE,No close match found
krait,FALSE,FALSE,No close match found
krill,FALSE,FALSE,No close match found
kuala,FALSE,FALSE,No close match found
kudu,FALSE,FALSE,No close match found
lab,TRUE,TRUE,lab
labrador,TRUE,TRUE,labrador
labrador retriever,FALSE,FALSE,No close match found
lacewing,FALSE,FALSE,No close match found
lady bug,FALSE,TRUE,ladybug
ladybird,TRUE,TRUE,ladybird
ladybird beetle,FALSE,FALSE,No close match found
ladybug,TRUE,TRUE,ladybug
ladyfish,FALSE,FALSE,No close match found
lake trout,FALSE,FALSE,No close match found
lake whitefish,FALSE,FALSE,No close match found
lamb,TRUE,TRUE,lamb
lamprey,FALSE,TRUE,lampreys
lamprey eel,FALSE,FALSE,No close match found
landlocked salmon,FALSE,FALSE,No close match found
langur,FALSE,TRUE,languor
lanternfish,FALSE,FALSE,No close match found
lapdog,FALSE,FALSE,No close match found
lapin,FALSE,FALSE,No close match found
lapwing,FALSE,FALSE,No close match found
largemouth bass,FALSE,FALSE,No close match found
lark,TRUE,TRUE,lark
larva,TRUE,TRUE,"larva, larvae"
larvae,TRUE,TRUE,"larvae, larva"
laughing gull,FALSE,FALSE,No close match found
leach,FALSE,FALSE,No close match found
leaf beetle,FALSE,FALSE,No close match found
leaf insect,FALSE,FALSE,No close match found
leafhopper,FALSE,FALSE,No close match found
leatherback,FALSE,FALSE,No close match found
leatherback turtle,FALSE,FALSE,No close match found
leatherjacket,FALSE,FALSE,No close match found
lechwe,FALSE,FALSE,No close match found
leech,TRUE,TRUE,leech
legless lizard,FALSE,FALSE,No close match found
lemming,TRUE,TRUE,"lemming, lemmings, clemming"
lemur,FALSE,FALSE,No close match found
leopard,TRUE,TRUE,"leopard, leopards"
leopard frog,FALSE,FALSE,No close match found
leopard seal,FALSE,FALSE,No close match found
leopard shark,FALSE,FALSE,No close match found
leopardess,FALSE,FALSE,No close match found
lepidopteran,FALSE,TRUE,lepidoptera
lesser scaup,FALSE,FALSE,No close match found
lesser yellowlegs,FALSE,FALSE,No close match found
lhasa apso,FALSE,FALSE,No close match found
liger,FALSE,TRUE,linger
limpet,FALSE,FALSE,No close match found
lingcod,FALSE,FALSE,No close match found
linnet,TRUE,TRUE,"linnet, linnets"
lion,TRUE,TRUE,lion
lion cub,FALSE,FALSE,No close match found
lioness,TRUE,TRUE,"lioness, lionesse, liones"
lionfish,FALSE,FALSE,No close match found
lions,TRUE,TRUE,"lions, liones, lion's"
little brown myotis,FALSE,FALSE,No close match found
lizard,TRUE,TRUE,"lizard, lizards"
llama,TRUE,TRUE,llama
loach,TRUE,TRUE,loach
lobster,TRUE,TRUE,"lobster, lobsters"
locust,TRUE,TRUE,"locust, locusts"
loggerhead,FALSE,FALSE,No close match found
loggerhead shrike,FALSE,FALSE,No close match found
loggerhead turtle,FALSE,FALSE,No close match found
long tailed lizard,FALSE,FALSE,No close match found
long tailed salamander,FALSE,FALSE,No close match found
longhorn,FALSE,FALSE,No close match found
longneck,FALSE,FALSE,No close match found
loon,TRUE,TRUE,loon
lorikeet,FALSE,FALSE,No close match found
loris,FALSE,TRUE,locris
louse,TRUE,TRUE,"louse, louise, blouse"
lovebird,FALSE,FALSE,No close match found
lugworm,FALSE,FALSE,No close match found
lumpfish,FALSE,FALSE,No close match found
luna moth,FALSE,FALSE,No close match found
lungfish,FALSE,FALSE,No close match found
lungless salamander,FALSE,FALSE,No close match found
lynx,TRUE,TRUE,lynx
lyrebird,FALSE,FALSE,No close match found
macaque,FALSE,FALSE,No close match found
macaque monkey,FALSE,FALSE,No close match found
macaw,FALSE,FALSE,No close match found
mackerel,TRUE,TRUE,mackerel
mackerel tuna,FALSE,FALSE,No close match found
madagascar hissing cockroach,FALSE,FALSE,No close match found
maggot,TRUE,TRUE,maggot
magpie,TRUE,TRUE,"magpie, magpies"
mahi,FALSE,FALSE,No close match found
mahimahi,FALSE,FALSE,No close match found
maine coon,FALSE,FALSE,No close match found
mako shark,FALSE,FALSE,No close match found
malamute,FALSE,FALSE,No close match found
malarial mosquito,FALSE,FALSE,No close match found
maleo,FALSE,FALSE,No close match found
malinois,FALSE,FALSE,No close match found
mallard,FALSE,FALSE,No close match found
mallee fowl,FALSE,FALSE,No close match found
maltese,TRUE,TRUE,maltese
maltese terrier,FALSE,FALSE,No close match found
mamba,FALSE,FALSE,No close match found
mammal,FALSE,TRUE,"mammals, mamma"
mammoth,TRUE,TRUE,mammoth
man,TRUE,TRUE,man
manakin,FALSE,FALSE,No close match found
manatee,FALSE,FALSE,No close match found
mandrill,FALSE,FALSE,No close match found
maned wolf,FALSE,FALSE,No close match found
mangabey,FALSE,FALSE,No close match found
mangrove snapper,FALSE,FALSE,No close match found
manowar,FALSE,FALSE,No close match found
manta,FALSE,TRUE,mantua
manta ray,FALSE,FALSE,No close match found
mantis,FALSE,FALSE,No close match found
mantis shrimp,FALSE,FALSE,No close match found
marabou,FALSE,FALSE,No close match found
marabou stork,FALSE,FALSE,No close match found
mare,TRUE,TRUE,mare
markhor,FALSE,FALSE,No close match found
marlin,FALSE,TRUE,marline
marmoset,FALSE,FALSE,No close match found
marmot,TRUE,TRUE,marmot
marsh harrier,FALSE,FALSE,No close match found
marsh wren,FALSE,FALSE,No close match found
marsupial,FALSE,FALSE,No close match found
marten,TRUE,TRUE,marten
mason bee,FALSE,FALSE,No close match found
massasauga,FALSE,FALSE,No close match found
mastiff,TRUE,TRUE,mastiff
mastodon,TRUE,TRUE,mastodon
maverick,FALSE,FALSE,No close match found
mayfly,FALSE,FALSE,No close match found
meadow pipit,FALSE,FALSE,No close match found
meadow vole,FALSE,FALSE,No close match found
meadowlark,FALSE,FALSE,No close match found
mealworm,FALSE,FALSE,No close match found
mealy bug,FALSE,FALSE,No close match found
mealybug,FALSE,FALSE,No close match found
medfly,FALSE,FALSE,No close match found
medicinal leech,FALSE,FALSE,No close match found
medusa,TRUE,TRUE,medusa
meerkat,FALSE,FALSE,No close match found
megalodon,FALSE,FALSE,No close match found
menhaden,FALSE,FALSE,No close match found
merganser,FALSE,FALSE,No close match found
merino sheep,FALSE,FALSE,No close match found
merlin,TRUE,TRUE,merlin
metazoan,FALSE,FALSE,No close match found
mice,TRUE,TRUE,mice
microbe,TRUE,TRUE,microbe
midge,TRUE,TRUE,"midge, midget"
milch cow,FALSE,FALSE,No close match found
milkfish,FALSE,FALSE,No close match found
milking shorthorn,FALSE,FALSE,No close match found
millipede,FALSE,FALSE,No close match found
miniature pinscher,FALSE,FALSE,No close match found
miniature pony,FALSE,FALSE,No close match found
miniature poodle,FALSE,FALSE,No close match found
miniature schnauzer,FALSE,FALSE,No close match found
mink,TRUE,TRUE,mink
minke whale,FALSE,FALSE,No close match found
minnow,TRUE,TRUE,"minnow, minnows"
minnow fish,FALSE,FALSE,No close match found
minx,TRUE,TRUE,minx
mirid bug,FALSE,FALSE,No close match found
mistle thrush,FALSE,FALSE,No close match found
mite,TRUE,TRUE,mite
moccasin,TRUE,TRUE,"moccasin, moccasins"
mockingbird,FALSE,FALSE,No close match found
mojarra,FALSE,FALSE,No close match found
mola,FALSE,FALSE,No close match found
mole,TRUE,TRUE,mole
mole rat,FALSE,FALSE,No close match found
mollusk,TRUE,TRUE,"mollusk, mollusks"
monarch butterfly,FALSE,FALSE,No close match found
mongoose,TRUE,TRUE,mongoose
monitor,TRUE,TRUE,monitor
monitor lizard,FALSE,FALSE,No close match found
monkey,TRUE,TRUE,"monkey, monkeys, money"
monkeys,TRUE,TRUE,"monkeys, monkey's, monkey"
monkfish,FALSE,TRUE,monkish
monotreme,FALSE,FALSE,No close match found
monster,TRUE,TRUE,"monster, monsters"
moonfish,FALSE,FALSE,No close match found
moonglow boa,FALSE,FALSE,No close match found
moorhen,FALSE,FALSE,No close match found
moose,TRUE,TRUE,"moose, morose"
moray,TRUE,TRUE,moray
moray eel,FALSE,FALSE,No close match found
mosquito,TRUE,TRUE,"mosquito, mosquitos"
mosquitofish,FALSE,FALSE,No close match found
moth,TRUE,TRUE,moth
moths,TRUE,TRUE,"moths, mouths, months"
mouflon,FALSE,FALSE,No close match found
mountain cat,FALSE,FALSE,No close match found
mountain goat,FALSE,FALSE,No close match found
mountain gorilla,FALSE,FALSE,No close match found
mountain lion,FALSE,FALSE,No close match found
mourning dove,FALSE,FALSE,No close match found
mouse,TRUE,TRUE,"mouse, smouse, mouser"
mud dauber,FALSE,FALSE,No close match found
mudskipper,FALSE,FALSE,No close match found
mule,TRUE,TRUE,mule
mule deer,FALSE,FALSE,No close match found
mules,TRUE,TRUE,mules
mullet,TRUE,TRUE,mullet
mulloway,FALSE,FALSE,No close match found
muntjac,FALSE,FALSE,No close match found
murre,FALSE,FALSE,No close match found
muscovy duck,FALSE,FALSE,No close match found
musk deer,FALSE,FALSE,No close match found
musk ox,FALSE,FALSE,No close match found
musk turtle,FALSE,FALSE,No close match found
muskellunge,FALSE,FALSE,No close match found
muskox,FALSE,FALSE,No close match found
muskrat,TRUE,TRUE,"muskrat, muskrats"
mussel,TRUE,TRUE,"mussel, mussels"
mustang,TRUE,TRUE,mustang
mute swan,FALSE,FALSE,No close match found
mutton snapper,FALSE,FALSE,No close match found
myna,FALSE,FALSE,No close match found
myna bird,FALSE,FALSE,No close match found
mynah,FALSE,FALSE,No close match found
mynah bird,FALSE,FALSE,No close match found
naked mole rat,FALSE,FALSE,No close match found
narwhal,FALSE,TRUE,narwhale
nautilus,TRUE,TRUE,nautilus
neanderthal,FALSE,FALSE,No close match found
needlefish,FALSE,FALSE,No close match found
nematode,FALSE,FALSE,No close match found
nematode worm,FALSE,FALSE,No close match found
newt,TRUE,TRUE,newt
nightcrawler,FALSE,FALSE,No close match found
nightingale,TRUE,TRUE,"nightingale, nightingales, nightingale's"
nightjar,FALSE,FALSE,No close match found
nilgai,FALSE,TRUE,nilghai
northern bobwhite,FALSE,FALSE,No close match found
northern cricket frog,FALSE,FALSE,No close match found
northern harrier,FALSE,FALSE,No close match found
northern parula,FALSE,FALSE,No close match found
northern pike,FALSE,FALSE,No close match found
northern pocket gopher,FALSE,FALSE,No close match found
northern shrike,FALSE,FALSE,No close match found
northern snakehead,FALSE,FALSE,No close match found
nudibranch,FALSE,FALSE,No close match found
nurse shark,FALSE,FALSE,No close match found
nuthatch,TRUE,TRUE,nuthatch
nutria,FALSE,FALSE,No close match found
nyala,FALSE,FALSE,No close match found
oarfish,FALSE,FALSE,No close match found
ocean pout,FALSE,FALSE,No close match found
ocean sunfish,FALSE,FALSE,No close match found
oceanic whitetip shark,FALSE,FALSE,No close match found
ocelot,FALSE,FALSE,No close match found
octopus,FALSE,FALSE,No close match found
okapi,FALSE,FALSE,No close match found
olive ridley,FALSE,FALSE,No close match found
omnivore,FALSE,FALSE,No close match found
onion thrips,FALSE,FALSE,No close match found
opah,FALSE,FALSE,No close match found
opossum,FALSE,TRUE,possum
opossum shrimp,FALSE,FALSE,No close match found
orang,TRUE,TRUE,"orang, orange"
orange roughie,FALSE,FALSE,No close match found
orangutan,FALSE,FALSE,No close match found
orangutang,FALSE,FALSE,No close match found
orca,FALSE,FALSE,No close match found
orca whale,FALSE,FALSE,No close match found
orchard oriole,FALSE,FALSE,No close match found
oriole,TRUE,TRUE,"oriole, orioles"
ormer,FALSE,TRUE,"former, dormer"
ornithopod,FALSE,FALSE,No close match found
ortolan,FALSE,FALSE,No close match found
oryx,FALSE,FALSE,No close match found
osprey,FALSE,FALSE,No close match found
ostrich,TRUE,TRUE,ostrich
ostriches,TRUE,TRUE,ostriches
otter,TRUE,TRUE,"otter, totter, potter"
ovenbird,FALSE,FALSE,No close match found
owl,TRUE,TRUE,owl
owlet,FALSE,FALSE,No close match found
ox,TRUE,TRUE,ox
oxen,TRUE,TRUE,oxen
oyster,TRUE,TRUE,"oyster, oysters"
oystercatcher,FALSE,FALSE,No close match found
oysters,TRUE,TRUE,"oysters, oyster's, oyster"
pachyderm,FALSE,FALSE,No close match found
packhorse,FALSE,FALSE,No close match found
packrat,FALSE,FALSE,No close match found
paddlefish,FALSE,FALSE,No close match found
pajero,FALSE,FALSE,No close match found
pallass cat,FALSE,FALSE,No close match found
palm civet,FALSE,FALSE,No close match found
palo verde borer,FALSE,FALSE,No close match found
palomino,FALSE,FALSE,No close match found
panda,FALSE,TRUE,panada
panda bear,FALSE,FALSE,No close match found
pangolin,FALSE,FALSE,No close match found
panther,TRUE,TRUE,"panther, panthers"
papillon,TRUE,TRUE,papillon
parakeet,TRUE,TRUE,parakeet
parasitic worm,FALSE,FALSE,No close match found
parrot,TRUE,TRUE,"parrot, parrots"
parrotfish,FALSE,FALSE,No close match found
partridge,TRUE,TRUE,"partridge, partridges"
passerine,FALSE,FALSE,No close match found
peacock,TRUE,TRUE,"peacock, peacocks"
peafowl,FALSE,FALSE,No close match found
peahen,FALSE,FALSE,No close match found
pearl oyster,FALSE,FALSE,No close match found
peccary,FALSE,FALSE,No close match found
peckerwood,FALSE,FALSE,No close match found
pectoral sandpiper,FALSE,FALSE,No close match found
pelican,TRUE,TRUE,pelican
pembroke welsh corgi,FALSE,FALSE,No close match found
penguin,TRUE,TRUE,"penguin, penguins"
penis worm,FALSE,FALSE,No close match found
perch,TRUE,TRUE,perch
peregrine,TRUE,TRUE,peregrine
peregrine falcon,FALSE,FALSE,No close match found
periodical cicada,FALSE,FALSE,No close match found
perro,FALSE,FALSE,No close match found
persian cat,FALSE,FALSE,No close match found
person,TRUE,TRUE,"person, pierson, pherson"
pescador,FALSE,FALSE,No close match found
petrel,FALSE,TRUE,petre
pewee,TRUE,TRUE,pewee
phalarope,FALSE,FALSE,No close match found
pheasant,TRUE,TRUE,"pheasant, pheasants, peasant"
phoenix,TRUE,TRUE,phoenix
pickerel,FALSE,FALSE,No close match found
piffle,FALSE,FALSE,No close match found
pig,TRUE,TRUE,pig
pigeon,TRUE,TRUE,"pigeon, pigeons"
pigfish,FALSE,FALSE,No close match found
piggy,TRUE,TRUE,piggy
piglet,FALSE,FALSE,No close match found
pika,FALSE,FALSE,No close match found
pike,TRUE,TRUE,pike
pike perch,FALSE,FALSE,No close match found
pilchard,FALSE,FALSE,No close match found
pileated woodpecker,FALSE,FALSE,No close match found
pill bug,FALSE,FALSE,No close match found
pilot whale,FALSE,FALSE,No close match found
pincher,FALSE,FALSE,No close match found
pine grosbeak,FALSE,FALSE,No close match found
pine marten,FALSE,FALSE,No close match found
pine siskin,FALSE,FALSE,No close match found
pinfish,FALSE,FALSE,No close match found
pink bollworm,FALSE,FALSE,No close match found
pink salmon,FALSE,FALSE,No close match found
pinniped,FALSE,FALSE,No close match found
pinscher,FALSE,FALSE,No close match found
pintail,FALSE,FALSE,No close match found
pinto horse,FALSE,FALSE,No close match found
pinworm,FALSE,FALSE,No close match found
pipefish,FALSE,FALSE,No close match found
piping plover,FALSE,FALSE,No close match found
pipistrelle,FALSE,FALSE,No close match found
pipit,FALSE,FALSE,No close match found
piranha,FALSE,FALSE,No close match found
